Cemetery	בית עלמין
The Phlegm Master, ready for his comeback!	אלוף הליחה, מוכן לחזרה שלו לתחרות!
Captain Loogie is in the house!	קפטן מוכטה הגיע!
Spit away!	תירקו!
	
	
\x07Swish-swish.	\x07רשרוש-רשרוש.
\x07Hooooooock!	\x07חחחחחחח!
\x07Chwwwwwwk!	\x07וווואאאאא!
\x07Ptooie!	\x07טווו!
\x07Spit?  That's gross!  I'm outta here.	\x07לירוק?  זה מגעיל!  אני הולך מכאן.
Spit?  That's gross!  I'm outta here.	לירוק?  זה מגעיל!  אני הולך מכאן.
Misfire!  Misfire!	כדור טועה! כדור טועה!
Everybody run!	כולם לברוח!
Maybe a little over the max on the juice, there.	אולי המקסימום זה יותר מדי רוק.
Well, so much for the Phlegm Master.	נו, תמו התקוות לאלוף הליחה.
Gee, that's too bad, Captain.	אוי, ממש חבל, קפטן.
Well, better luck next time, Dribble Boy.	טוב, בהצלחה בפעם הבאה, ילד הריור.
Let's give him a big hand anyway, folks.	בואו נמחא לו כפיים בכל זאת, חברים.
At least he tried.	לפחות הוא ניסה.
He's cleared first place!	הוא במקום הראשון!
That was truly awe-inspiring!	זה היה ממש מעורר השראה!
Sports fans, we've seen something incredible here today!	אוהדי ספורט, ראינו פה היום משהו יוצא מן הכלל!
Let me congratulate you and give you this fine commemorative plaque.	תרשה לי לברך אותך ולהעניק לך את לוח הההנצחה הנאה הזה.
I think you've earned the title `Phlegm Master` now.	אני חושב שעכשיו הרווחת את התואר 'אלוף הליחה'.
You truly are the Master of Phlegm.	אתה בהחלט אלוף הליחה.
I salute you, Captain Loogie.	אני מצדיע לך, קפטן מוכטה.
Way to go, Juicious.	כל הכבוד, רוקיוס.
Come on, let's give him a hand.	קדימה, בואו נמחא לו כפיים.
Of course, there are plenty more prizes for the rest of you.	כמובן, יש עוד הרבה פרסים לשאר האנשים.
So how about it, gang?	מה דעתכם, חבר'ה?
What's this?  A surprise turnaround in performance?	מה זה?  מהפך מפתיע בביצועים?
It looks like he's rallying!	נראה שהוא חוזר למשחק!
Hey, he's been working out!	היי, הוא התאמן!
Oh, and I thought he was going to go all the way.	אוי, וחשבתי שהוא ילך עד הסוף.
Looks like someone stopped practicing.	נראה שמישהו הפסיק להתאמן.
Oooh, he's slipping folks.	אווו, הוא מתחיל להתדרדר חברים.
Well, no records here.	טוב, אין שיאים כאן.
At least he's consistent.	לפחות הוא עקבי.
Once again^	שוב^
Looks like second place.	נראה כמו מקום שני.
Looks like third place.	נראה כמו מקום שלישי.
That doesn't quite qualify.	זה לא ממש עובר סף.
^but^	^אבל^
I think that deserves a little applause^	אני כן חושב שמגיעות כמה מחיאות כפיים^
Too bad there are only prizes for first place.	חבל שיש פרסים רק למקום הראשון.
Better luck next time.	בהצלחה בפעם הבאה.
Now, how about the rest of you?	עכשיו, מה עם כל השאר?
	
	
I'm sick of that old codger and his false alarms!	נמאס לי מהברנש הזקן הזה ואזעקות השוואה שלו!
Sounds like old Augustus spotted the mail boat!	נשמע שאוגוסטוס זיהה את סירת הדואר!
Again?	שוב?
False alarm.	אזעקת שווא.
As I was saying^	כפי שאמרתי^
I don't want to push it.	אני לא רוצה להגזים.
Cheat?  With everyone watching?	לרמות?  בזמן שכולם מסתכלים?
I'd better not move them any farther^	עדיף שלא ארחיק אותם יותר^
^these guys are dumb, but not THAT dumb.	^החבר'ה האלה טיפשים, אבל לא *כאלה* טיפשים.
Spitmaster	מומחה היריקות
OK, now who's gonna be next?	בסדר, מי הבא בתור?
It's a great day for spitting!	זה יום נפלא ליריקות!
Just look at this juicy crowd!	תסתכלו על הקהל העסיסי הזה!
Step up to the line and test your swill!	תיגשו לקו ותבחנו את הפסולת שלכם!
Valuable prizes!	פרסים יקרי-ערך!
Even a child can do it!	אפילו ילד יכול לעשות את זה!
In fact, they do it very well!	למען האמת, הם עושים את זה טוב מאוד!
Come on.  It's all paid for by Booty Island Parks and Rec!	קדימה.  הכל ממומן על ידי מחלקת גנים ונוף של אי הביזה!
Just put your two lips together and blow!	פשוט תצמיד את שתי השפתיים ביחד ונשוף!
Are you pirates or not?	אתם שודדי ים או לא?
Two, four, six, eight!	אחת, שתיים, שלוש, ארבע!
Come on, let's expectorate!	נכייח בצוותא!
Everybody already has the necessary equipment.	לכולם כבר יש את כל הציוד הנדרש.
Turn a disgusting habit into a prestige-winning skill!	תהפכו את ההרגל הדוחה לכישור זוכה בפרסים!
Don't let this grass wither up and die!	אל תתנו לדשא להתייבש ולמות!
What was that?  Did I hear somebody swallow?	מה זה היה?  שמעתי מישהו בולע?
What a waste!	איזה בזבוז!
Thousands will spit.  Hundreds will win!	אלפים יירקו.  מאות יזכו!
No volunteers?  If Blackbeard were here he'd shoot you all right now.	אין מתנדבים?  אם שחורזקן היה פה הוא היה יורה עכשיו בכולכם.
Don't be shy!  Let it fly!	לא להתבייש! תנו את מה שיש!
I know you want to volunteer^	אני יודע שאתה רוצה להתנדב^
^it's on the tip of your tongue.	^זה על קצה הלשון שלך.
You think spitting is gross?	אתה חושב שיריקות זה דוחה?
I'll tell you what's gross--	אני אגיד לך מה דוחה--
Swallowing that stuff is gross.	לבלוע את הדבר הזה, זה דוחה.
Prove to me that you guys are at least as fun as a pack of llamas.	תוכיחו לי שאתם לפחות כיפיים כמו עדר למות.
I hear there are some scouts here from the pro spitting circuit^	שמעתי שיש פה כמה ציידי כשרונות מחוגי היריקה המקצועית^
This may be your last chance at popularity and success!	זאת עשויה להיות ההזדמנות האחרונה שלכם לצבור פופולריות והצלחה!
Me!  Me!	אני!  אני!
Sure looks enthusiastic about spitting.	נראה מאוד נלהב לגבי יריקות.
I'm not stupid enough to fall for my own trick!	אני לא טיפש מספיק כדי ליפול בתעלול שלי!
	
We're with ya, Juicious!	אנחנו איתך, רוקיוס!
Alright, Phlegm-master!	מעולה, אלוף הליחה!
C'mon, Captain Loogie!	קדימה, קפטן מוכטה!
You show 'em, Dribble Boy!	תראה להם מה זה, ילד הריור!
Let's go!	בואו נתחיל!
Spit!	תירק!
Come on!	קדימה!
Let 'er rip!	תעיף את זה!
You can do it!	אתה יכול לעשות את זה!
Better not blow it, man.	כדאי שלא תהרוס את זה, גבר.
Hey spitter hey spitter hey spitter^	קדימה יורק קדימה יורק קדימה יורק^
You stink!	אתה גרוע!
Hummm, baby!	אומממ, מותק!
Right on!	מעולה!
What are you waiting for?	למה אתה מחכה?
I don't think he's got the lips for it.	אני לא חושב שיש לו את השפתיים לזה.
C'mon!  What are you?  Afraid?	קדימה!  מה איתך?  מפחד?
Shouldn't he be disqualified by now?	הוא לא היה צריך להיפסל עד עכשיו?
We're with ya, Juicious!	אנחנו איתך, רוקיוס!
Let's go!	בואו נתחיל!
Spit!	תירק!
Come on!	קדימה!
Let 'er rip!	תעיף את זה!
You can do it!	אתה יכול לעשות את זה!
Better not blow it, man.	כדאי שלא תהרוס את זה, גבר.
Hey spitter hey spitter hey spitter^	קדימה יורק קדימה יורק קדימה יורק^
You stink!	אתה גרוע!
Hummm, baby!	אומממ, מותק!
Right on!	מעולה!
What are you waiting for?	למה אתה מחכה?
I don't think he's got the lips for it.	אני לא חושב שיש לו את השפתיים לזה.
C'mon!  What are you?  Afraid?	קדימה!  מה איתך?  מפחד?
Shouldn't he be disqualified by now?	הוא לא היה צריך להיפסל עד עכשיו?
We're with ya, Juicious!	אנחנו איתך, רוקיוס!
Alright, Phlegm-master!	מעולה, אלוף הליחה!
C'mon, Captain Loogie!	קדימה, קפטן מוכטה!
You show 'em, Dribble Boy!	תראה להם מה זה, ילד הריור!
Let's go!	בואו נתחיל!
Spit!	תירק!
Come on!	קדימה!
Let 'er rip!	תעיף את זה!
You can do it!	אתה יכול לעשות את זה!
Better not blow it, man.	כדאי שלא תהרוס את זה, גבר.
Hey spitter hey spitter hey spitter^	קדימה יורק קדימה יורק קדימה יורק^
You stink!	אתה גרוע!
Hummm, baby!	אומממ, מותק!
Right on!	מעולה!
What are you waiting for?	למה אתה מחכה?
I don't think he's got the lips for it.	אני לא חושב שיש לו את השפתיים לזה.
C'mon!  What are you?  Afraid?	קדימה!  מה איתך?  מפחד?
Shouldn't he be disqualified by now?	הוא לא היה צריך להיפסל עד עכשיו?
\xFF\x07\x1D\x00	\xFF\x07\x1D\x00
\xFF\x07\x1D\x00	\xFF\x07\x1D\x00
\xFF\x07\x1D\x00	\xFF\x07\x1D\x00
wreath	זר
vase	אגרטל
tiki lights	אורות טיקי
He looks like he's really into this stuff.	נראה שהוא ממש בעניין של זה.
Call me Stingy,	תקרא לי קמצן,
but I'm not giving away my money.	אבל אני לא נותן סתם ככה את הכסף שלי.
That's worth way too much to give back.	זה שווה יותר מדי מכדי להחזיר את זה.
That's not mine to give away.	זה לא שלי כדי לתת.
What?!!	מה?!!
Am I nuts?	אני משוגע?
I'm not that stupid.	אני לא כזה טיפש.
I'm not giving that away.	אני לא נותן את זה.
I already have too many of those.	כבר יש לי יותר מדי כאלה.
I can't take that back.	אני לא יכול להחזיר את זה.
Some of the teeth are bent.	חלק מהשיניים עקומות.
Actually, this might come in handy later.	בעצם, יכול להיות שזה יהיה שימושי מאוחר יותר.
I'd like to keep this so I can look at myself.	אני רוצה להשאיר את זה אצלי כדי שאני אוכל להסתכל על עצמי.
Sorry kid.	מצטער ילד.
I don't do sports nostalgia.	אני לא בקטע של נוסטלגיית ספורט.
Get that piece of junk out of here.	קח את חתיכת הזבל הזאת מכאן.
Hey!  That's thing's not sanitary anymore!	היי! הדבר הזה כבר לא היגייני!
Get it away from me!	תעיף את זה ממני!
No, thanks.	לא, תודה.
I don't think he'd like that.	אני לא חושב שהוא יאהב את זה.
antique dealer	סוחר עתיקות
It's a piece to the map of Big Whoop!	זו חתיכה למפה של א גרוייסע מציאה!
It's not mine to use.	זה לא שלי כדי להשתמש בו.
map piece	חתיכת מפה
hub caps	טסות
whale painting	ציור של לוויתן
I always wanted one of these.	תמיד רציתי אחד כזה.
Soil the King's image?	לטנף את דמותו של המלך?
Sacrilege!	חילול הקודש!
rock and roll collector's plate	צלחת רוק אנד רול לאספנים
cannon	תותח
eye patches	רטיות לעין
I feel pretty.	אני מרגיש יפה.
I feel pretty.	אני מרגיש יפה.
Better not.  That parrot looks mean.	עדיף שלא. התוכי הזה נראה מרושע.
I don't want to make that parrot mad.	אני לא רוצה להרגיז את התוכי הזה.
I feel pretty.	אני מרגיש יפה.
I feel pretty.	אני מרגיש יפה.
He likes it where it is.	הוא אוהב את זה איפה שזה.
mirror	מראה
bowswain's wheel	הגה של ספינה
The bag is empty.	השק ריק.
The bag is empty.	השק ריק.
I don't think it would want that.	אני לא חושב שהוא ירצה את זה.
The bag is empty.	השק ריק.
HEY!  Don't do that to my parrot.	*היי*! אל תעשה את זה לתוכי שלי.
HEY!  Don't do that to my parrot.	*היי*! אל תעשה את זה לתוכי שלי.
Sorry, he's not for sale.	מצטער, הוא לא למכירה.
parrot	תוכי
The bag is empty.	השק ריק.
The bag is empty.	השק ריק.
I don't think it would want that.	אני לא חושב שהוא ירצה את זה.
The bag is empty.	השק ריק.
HEY!  Don't do that to my parrot.	*היי*! אל תעשה את זה לתוכי שלי.
HEY!  Don't do that to my parrot.	*היי*! אל תעשה את זה לתוכי שלי.
Sorry, he's not for sale.	מצטער, הוא לא למכירה.
parrot	תוכי
small picture frame	מסגרת קטנה לתמונה
ship's horn	צופר של ספינה
gross skulls	גולגלות דוחות
Indy's whip\x0F	השוט של אינדי\x0F
It has a picture of a parrot on the front.	יש לזה תמונה של תוכי מקדימה.
